Year,Month,Day,stationCode,stationName,rainfall,relativeHumidity,airTemperature_avg,wind_avg_speed
2023,2,19,AN001,Allanooka,0,74.7,23.3,11.72
2023,2,20,AN001,Allanooka,0,77.3,24.1,11.94
2023,2,21,AN001,Allanooka,0,79.3,22.9,13.79
2023,2,22,AN001,Allanooka,0,78.2,22.6,16.37
2023,2,23,AN001,Allanooka,0,68.2,21,20.72
2023,2,24,AN001,Allanooka,0,45.1,25.2,18.73
2023,2,25,AN001,Allanooka,0,32.7,28.2,15.35
2023,2,26,AN001,Allanooka,0,25.5,30.4,15.7
2023,2,27,AN001,Allanooka,0,25.3,29.2,10.53
2023,2,28,AN001,Allanooka,0,27.2,31.8,13.54
2023,3,1,AN001,Allanooka,0,44.1,29.7,13.71
2023,3,2,AN001,Allanooka,1.8,43.3,29.3,11.84
2023,3,3,AN001,Allanooka,0,55.4,26.8,12.04
2023,3,4,AN001,Allanooka,0,74.9,22.5,14.92
2023,3,5,AN001,Allanooka,0,68.6,20.9,12.84
2023,3,6,AN001,Allanooka,0,64.6,21.4,13.45
2023,3,7,AN001,Allanooka,0,47.2,24.8,12.86
2023,3,8,AN001,Allanooka,0,42.1,27.3,14.3
2023,3,9,AN001,Allanooka,0,76.1,21.4,11.48
2023,3,10,AN001,Allanooka,0,78.9,21,11.8
2023,3,11,AN001,Allanooka,0,77.2,21.8,9.57
2023,3,12,AN001,Allanooka,0,66,23.3,9.71
2023,3,13,AN001,Allanooka,0.2,81,21.3,11.61
2023,3,14,AN001,Allanooka,0.4,77.4,21.6,10.82
2023,3,15,AN001,Allanooka,0,63.7,23.7,9.57
2023,3,16,AN001,Allanooka,0,71.4,22.2,13.23
2023,3,17,AN001,Allanooka,0,67,19.9,15.98
2023,3,18,AN001,Allanooka,0,63,20.1,12.71
2023,3,19,AN001,Allanooka,0,50.1,24,12.89
2023,3,20,AN001,Allanooka,0,69.7,23.6,13.82
2023,3,21,AN001,Allanooka,0,82.6,23,8.63
2023,3,22,AN001,Allanooka,0.2,87,21.7,8
2023,3,23,AN001,Allanooka,0.2,82.9,21.1,9.46
2023,3,24,AN001,Allanooka,1.2,76.5,22,9.37
2023,3,25,AN001,Allanooka,0,81.6,21.7,8.21
2023,3,26,AN001,Allanooka,0,82.5,21.1,10.79
2023,3,27,AN001,Allanooka,0,70.7,21.7,15.51
2023,3,28,AN001,Allanooka,0,47.7,24.5,21.2
2023,3,29,AN001,Allanooka,0.2,67.6,23.6,19.8
2023,3,30,AN001,Allanooka,5.6,87.9,22.7,13.78
2023,3,31,AN001,Allanooka,1.6,81.5,22.1,9.22
2023,4,1,AN001,Allanooka,0,83.7,21.1,8.51
2023,4,2,AN001,Allanooka,0,82.7,21,9.27
2023,4,3,AN001,Allanooka,0.2,79.1,20.5,12.13
2023,4,4,AN001,Allanooka,0,71.4,20.2,12.8
2023,4,5,AN001,Allanooka,0,63.9,18.5,12.65
2023,4,6,AN001,Allanooka,0,60.8,19.4,10.3
2023,4,7,AN001,Allanooka,0,69.2,19.7,12.86
2023,4,8,AN001,Allanooka,0,71.2,17.6,10.31
2023,4,9,AN001,Allanooka,0,75.1,17,7.07
2023,4,10,AN001,Allanooka,0,72,18.5,10.67
2023,4,11,AN001,Allanooka,0.6,66.8,18.1,7.49
2023,4,12,AN001,Allanooka,0.2,73.8,18.5,7.8
2023,4,13,AN001,Allanooka,0,76.4,18.9,14.99
2023,4,14,AN001,Allanooka,4.8,56,16.1,24.1
2023,4,15,AN001,Allanooka,0,66.6,15.2,10.23
2023,4,16,AN001,Allanooka,0,65.9,17.4,9.02
2023,4,17,AN001,Allanooka,0,68.5,18.8,10.42
2023,4,18,AN001,Allanooka,0,61.3,19.6,12.92
2023,4,19,AN001,Allanooka,0,43.8,21,14
2023,4,20,AN001,Allanooka,0,37.2,19.9,11.79
2023,4,21,AN001,Allanooka,0,41.4,20.5,10.66
2023,4,22,AN001,Allanooka,0,33.7,21.9,10.48
2023,4,23,AN001,Allanooka,0,50.3,22.1,14.65
2023,4,24,AN001,Allanooka,0,87.2,16.2,11.09
2023,4,25,AN001,Allanooka,6.8,82,14.1,8.74
2023,4,26,AN001,Allanooka,2.6,79.1,16.7,8.52
2023,4,27,AN001,Allanooka,0,75.5,16.8,11.85
2023,4,28,AN001,Allanooka,0,54.7,15.1,15
2023,4,29,AN001,Allanooka,0,42.5,16.7,12.51
2023,4,30,AN001,Allanooka,0,41.4,17.4,10.32
2023,5,1,AN001,Allanooka,0,51,17.2,9.95
2023,5,2,AN001,Allanooka,0,39.7,19.5,12.8
2023,5,3,AN001,Allanooka,0,34.1,21.5,11.4
2023,5,4,AN001,Allanooka,0,44.5,20.9,8.61
2023,5,5,AN001,Allanooka,0,42,21.6,17.39
2023,5,6,AN001,Allanooka,3,87.5,16.7,15.9
2023,5,7,AN001,Allanooka,9,56.9,20.3,15.63
2023,5,8,AN001,Allanooka,0.2,45.2,21.6,17.69
2023,5,9,AN001,Allanooka,0,60.7,20.9,13.25
2023,5,10,AN001,Allanooka,0,85.5,17.9,10.59
2023,5,11,AN001,Allanooka,2.2,61.4,15.3,9.67
2023,5,12,AN001,Allanooka,0,58.5,17.6,13.16
2023,5,13,AN001,Allanooka,8.2,78.7,16.4,10.36
2023,5,14,AN001,Allanooka,0.2,74.1,15.4,9.05
2023,5,15,AN001,Allanooka,0,62.2,15,9.86
2023,5,16,AN001,Allanooka,0,54.2,17.2,9.4
2023,5,17,AN001,Allanooka,0,39.8,20,13.52
2023,5,18,AN001,Allanooka,0,28.8,21.3,17.65
2023,5,19,AN001,Allanooka,0,30,19.3,16.04
2023,5,20,AN001,Allanooka,0,36.7,17,14.97
2023,5,21,AN001,Allanooka,0,39.2,17.1,15.39
2023,5,22,AN001,Allanooka,0,43.7,17.2,12.17
2023,5,23,AN001,Allanooka,0,50.1,18.6,13.25
2023,5,24,AN001,Allanooka,5.4,90.1,16.9,8.28
2023,5,25,AN001,Allanooka,0.6,60.5,13.4,15.21
2023,5,26,AN001,Allanooka,0,49.3,14.2,11.76
2023,5,27,AN001,Allanooka,0,45.7,14,8.45
2023,5,28,AN001,Allanooka,0,39.3,15.8,8.19
2023,5,29,AN001,Allanooka,0,32.1,18.2,11.76
2023,5,30,AN001,Allanooka,0,55.7,20,11.14
2023,5,31,AN001,Allanooka,1.2,99.5,16.8,7.77
2023,6,1,AN001,Allanooka,38.8,81.5,16.3,9.08
2023,6,2,AN001,Allanooka,0,72,13.4,9.59
2023,6,3,AN001,Allanooka,0,66.1,12.2,8.8
2023,6,4,AN001,Allanooka,0,56.5,15,14.3
2023,6,5,AN001,Allanooka,4.6,82.8,15.1,20.47
2023,6,6,AN001,Allanooka,19.8,85.2,12.9,18.78
2023,6,7,AN001,Allanooka,11,84.5,13,5.13
2023,6,8,AN001,Allanooka,0.2,81.1,12.5,8.36
2023,6,9,AN001,Allanooka,0.2,74.8,13.5,6.2
2023,6,10,AN001,Allanooka,0,76.3,14.8,8.14
2023,6,11,AN001,Allanooka,4.6,81.2,14.6,9
2023,6,12,AN001,Allanooka,0,68,13.2,7.07
2023,6,13,AN001,Allanooka,0,67.4,13.2,6.33
2023,6,14,AN001,Allanooka,0,79.4,14,8.78
2023,6,15,AN001,Allanooka,0.2,82.5,14.8,8.15
2023,6,16,AN001,Allanooka,0.2,84.7,14.9,9.67
2023,6,17,AN001,Allanooka,3.6,79.8,13.5,9.06
2023,6,18,AN001,Allanooka,0,53.2,11.5,12.57
2023,6,19,AN001,Allanooka,0,60.8,12.5,6.99
2023,6,20,AN001,Allanooka,0.2,79.5,12,9.71
2023,6,21,AN001,Allanooka,6,82.7,12.8,9.92
2023,6,22,AN001,Allanooka,0.2,84.6,12.7,7.59
2023,6,23,AN001,Allanooka,1.6,83.5,13.2,10.78
2023,6,24,AN001,Allanooka,3.8,89.7,11.7,5.49
2023,6,25,AN001,Allanooka,3.2,94.1,11.8,6.44
2023,6,26,AN001,Allanooka,9.8,83.8,8.6,7.55
2023,6,27,AN001,Allanooka,0,69,9.4,7.97
2023,6,28,AN001,Allanooka,0,71,9.8,10.67
2023,6,29,AN001,Allanooka,0,65.8,10.2,9.91
2023,6,30,AN001,Allanooka,0,60.7,10,10.66
2023,7,1,AN001,Allanooka,0,49,11.4,14.11
2023,7,2,AN001,Allanooka,0,53.3,11.1,10.83
2023,7,3,AN001,Allanooka,0,81,13.2,17.31
2023,7,4,AN001,Allanooka,9.6,89.7,13.3,15.77
2023,7,5,AN001,Allanooka,8.8,89,12.8,11.84
2023,7,6,AN001,Allanooka,1.2,83.3,12.4,6.09
2023,7,7,AN001,Allanooka,0.2,88.2,13.7,6.1
2023,7,8,AN001,Allanooka,0.6,81.9,13.4,6.33
2023,7,9,AN001,Allanooka,0.2,78.2,13.3,6.1
2023,7,10,AN001,Allanooka,0.2,76.3,13.6,6.28
2023,7,11,AN001,Allanooka,0.2,84.4,13.6,5.24
2023,7,12,AN001,Allanooka,0.6,85.2,13.5,7.3
2023,7,13,AN001,Allanooka,1.8,88.5,16,10.15
2023,7,14,AN001,Allanooka,6.8,87.5,13.4,8.74
2023,7,15,AN001,Allanooka,0.6,70.9,9.8,10.27
2023,7,16,AN001,Allanooka,0,55,11.5,8.78
2023,7,17,AN001,Allanooka,0,61.2,12.6,6.47
2023,7,18,AN001,Allanooka,0,69.3,14.7,13.58
2023,7,19,AN001,Allanooka,5.8,77.2,13.2,17.32
2023,7,20,AN001,Allanooka,1,74.8,11.6,6.14
2023,7,21,AN001,Allanooka,0,79.3,12.3,6.1
2023,7,22,AN001,Allanooka,0.4,75.9,13,9.36
2023,7,23,AN001,Allanooka,0,54.1,13.7,13.51
2023,7,24,AN001,Allanooka,0,41.2,14.4,15.12
2023,7,25,AN001,Allanooka,0,57.7,13.8,12.96
2023,7,26,AN001,Allanooka,19.8,91.1,11.8,10.09
2023,7,27,AN001,Allanooka,6.8,88.4,12.3,6.72
2023,7,28,AN001,Allanooka,0.2,88.5,12.9,6.13
2023,7,29,AN001,Allanooka,0.4,88,14.5,7.8
2023,7,30,AN001,Allanooka,2,84.7,14.8,5.41
2023,7,31,AN001,Allanooka,0,78.1,14,7.21
2023,8,1,AN001,Allanooka,0.2,56.7,15.7,10.41
2023,8,2,AN001,Allanooka,0.6,82.8,13.9,16.37
2023,8,3,AN001,Allanooka,21,80.3,11.3,9.76
2023,8,4,AN001,Allanooka,0.2,81.9,9.5,9.64
2023,8,5,AN001,Allanooka,0,78.4,13,8.5
2023,8,6,AN001,Allanooka,0,76.9,18,5.26
2023,8,7,AN001,Allanooka,0,83.4,18.7,4.89
2023,8,8,AN001,Allanooka,0,84.3,17.9,12.27
2023,8,9,AN001,Allanooka,0.2,80.8,13.6,7.99
2023,8,10,AN001,Allanooka,0,72,14.2,8.57
2023,8,11,AN001,Allanooka,2.6,91.4,14.2,5.7
2023,8,12,AN001,Allanooka,0.4,92.7,14,6.4
2023,8,13,AN001,Allanooka,0.2,86.4,14.4,7.49
2023,1,1,AM001,Amelup,0,63,17,8.85
2023,1,2,AM001,Amelup,0,65.5,16.6,15.09
2023,1,3,AM001,Amelup,0,73.1,17.7,17.6
2023,1,4,AM001,Amelup,0,64.6,19.4,22.26
2023,1,5,AM001,Amelup,0,62.4,20.8,19.3
2023,1,6,AM001,Amelup,0,60,21,16.63
2023,1,7,AM001,Amelup,0,58.7,17.7,10.15
2023,1,8,AM001,Amelup,0,68.3,17.6,10.9
2023,1,9,AM001,Amelup,0,68.1,20,17.7
2023,1,10,AM001,Amelup,0,62.4,23.6,17.08
2023,1,11,AM001,Amelup,3.6,65.9,20.4,15.44
2023,1,12,AM001,Amelup,0,68.4,19.9,10.9
2023,1,13,AM001,Amelup,0,59.9,21.8,13.64
2023,1,14,AM001,Amelup,0,53.5,16.4,18.69
2023,1,15,AM001,Amelup,0,55.6,19.3,15.12
2023,1,16,AM001,Amelup,0,61,18.1,18.5
2023,1,17,AM001,Amelup,0,53.1,16.2,15.31
2023,1,18,AM001,Amelup,0,56.7,17,17.02
2023,1,19,AM001,Amelup,0,58.2,19,20.03
2023,1,20,AM001,Amelup,0,63,20.4,21.19
2023,1,21,AM001,Amelup,0,65.1,20.7,20.62
2023,1,22,AM001,Amelup,0,69.4,20.2,18.44
2023,1,23,AM001,Amelup,2.6,64.7,23,14.86
2023,1,24,AM001,Amelup,0,66.5,21.7,11.55
2023,1,25,AM001,Amelup,0,61.1,18.2,14.61
2023,1,26,AM001,Amelup,0,58.2,21.5,8.15
2023,1,27,AM001,Amelup,0,70.3,17,12.45
2023,1,28,AM001,Amelup,0,59.3,16.7,10.21
2023,1,29,AM001,Amelup,0,62.8,18.8,14.95
2023,1,30,AM001,Amelup,0,69.1,20.1,14.38
2023,1,31,AM001,Amelup,0,72.7,17.9,13.39
2023,2,1,AM001,Amelup,0,60.5,17.2,18.55
2023,2,2,AM001,Amelup,0,69.5,17.8,17.27
2023,2,3,AM001,Amelup,0,64,19.1,19.02
2023,2,4,AM001,Amelup,0,57.6,22.4,14.85
2023,2,5,AM001,Amelup,0,40.9,27,11.23
2023,2,6,AM001,Amelup,0,52.1,25.3,10.58
2023,2,7,AM001,Amelup,0,72.4,20.3,11.33
2023,2,8,AM001,Amelup,0,70.6,19.6,9.44
2023,2,9,AM001,Amelup,0,67.5,19,14.25
2023,2,10,AM001,Amelup,0,61.2,21.5,15.15
2023,2,11,AM001,Amelup,0,58.1,18.4,12.68
2023,2,12,AM001,Amelup,0,62.6,17.6,13.23
2023,2,13,AM001,Amelup,0,60.9,21,12.97
2023,2,14,AM001,Amelup,0,65.1,21,13.87
2023,2,15,AM001,Amelup,0,64.4,19.1,9.79
2023,2,16,AM001,Amelup,0,62.5,18.8,7.53
2023,2,17,AM001,Amelup,0,67.1,20.2,7.85
2023,2,18,AM001,Amelup,0,65,22.3,10.89
2023,2,19,AM001,Amelup,0,66.5,21,17.42
2023,2,20,AM001,Amelup,0,68.2,20.3,23.77
2023,2,21,AM001,Amelup,0,60,26.2,14.92
2023,2,22,AM001,Amelup,0,66.5,22.5,8.76
2023,2,23,AM001,Amelup,0,61.5,17.5,16.44
2023,2,24,AM001,Amelup,0,57.5,16,8.83
2023,2,25,AM001,Amelup,0,67.9,17.9,12.23
2023,2,26,AM001,Amelup,0,66,20.8,16.61
2023,2,27,AM001,Amelup,0,72.5,20.5,18.48
2023,2,28,AM001,Amelup,0,73.5,19.3,19.22
2023,3,1,AM001,Amelup,0,61.9,20.2,18.72
2023,3,2,AM001,Amelup,0,62.3,22.5,15.17
2023,3,3,AM001,Amelup,0.2,60.7,24,12
2023,3,4,AM001,Amelup,0,67.8,19.5,14.85
2023,3,5,AM001,Amelup,0,64.7,18.1,13.18
2023,3,6,AM001,Amelup,0,69.5,16.7,13.67
2023,3,7,AM001,Amelup,0,56.4,16.6,13.13
2023,3,8,AM001,Amelup,0,63,18.3,14.93
2023,3,9,AM001,Amelup,3.2,71.1,20.4,12.07
2023,3,10,AM001,Amelup,0,73.3,18.6,9.37
2023,3,11,AM001,Amelup,0,70.2,17.6,10.53
2023,3,12,AM001,Amelup,0,62.1,21.5,7.48
2023,3,13,AM001,Amelup,0,69.1,21.1,6.65
2023,3,14,AM001,Amelup,0,65.8,21.9,7.82
2023,3,15,AM001,Amelup,0,62.7,21.6,8.12
2023,3,16,AM001,Amelup,0,73,19.2,11.75
2023,3,17,AM001,Amelup,1,70.8,16.8,15.02
2023,3,18,AM001,Amelup,0,65.9,17.6,9.23
2023,3,19,AM001,Amelup,0,65.7,18.1,13.05
2023,3,20,AM001,Amelup,0,63.5,20.7,15.72
2023,3,21,AM001,Amelup,0,76.6,20.2,23.58
2023,3,22,AM001,Amelup,0,79.1,19.1,18.89
2023,3,23,AM001,Amelup,0,80.7,19.7,16.53
2023,3,24,AM001,Amelup,0,82.6,19.2,18.84
2023,3,25,AM001,Amelup,7,91.2,17.6,17.76
2023,3,26,AM001,Amelup,1,81.7,15.8,15.59
2023,3,27,AM001,Amelup,0.6,75.1,15,7.43
2023,3,28,AM001,Amelup,0,72,14.8,7.72
2023,3,29,AM001,Amelup,0,73.4,14.7,10.16
2023,3,30,AM001,Amelup,0,72.9,18.1,18.25
2023,3,31,AM001,Amelup,0,72.7,17.9,17.49
2023,4,1,AM001,Amelup,4,80.9,17.8,12.84
2023,4,2,AM001,Amelup,0,77.8,17.7,8.36
2023,4,3,AM001,Amelup,0,77.3,16.4,6.49
2023,4,4,AM001,Amelup,0,73.2,15.1,8.92
2023,4,5,AM001,Amelup,0,83,14.9,15.37
2023,4,6,AM001,Amelup,1.6,79.7,15.6,9.62
2023,4,7,AM001,Amelup,0,75.1,14.8,11.74
2023,4,8,AM001,Amelup,0,84.2,14.4,13.92
2023,4,9,AM001,Amelup,0.8,79.1,16.5,8.05
2023,4,10,AM001,Amelup,0,75,17.1,10.83
2023,4,11,AM001,Amelup,3.2,80.2,16.3,12.55
2023,4,12,AM001,Amelup,0.4,74.4,17.5,10.76
2023,4,13,AM001,Amelup,0,80.2,15,16.18
2023,4,14,AM001,Amelup,7.6,77.6,10.3,17.86
2023,4,15,AM001,Amelup,2.6,79.5,13.9,12.35
2023,4,16,AM001,Amelup,0,74.3,15.5,8.77
2023,4,17,AM001,Amelup,0,79,14.3,12.7
2023,4,18,AM001,Amelup,0,62.8,14.1,8.59
2023,4,19,AM001,Amelup,0,69.5,12.2,6.39
2023,4,20,AM001,Amelup,0,61.5,14.7,6.5
2023,4,21,AM001,Amelup,0,55.6,15.4,6.57
2023,4,22,AM001,Amelup,0,60.1,16.6,6.71
2023,4,23,AM001,Amelup,0,46.3,18,8.45
2023,4,24,AM001,Amelup,0.6,69.4,13.3,14.31
2023,4,25,AM001,Amelup,0.6,76.4,11,19.11
2023,4,26,AM001,Amelup,4.2,79.6,14.8,18.53
2023,4,27,AM001,Amelup,1,80.2,12.2,13.63
2023,4,28,AM001,Amelup,0,77.9,10,7.36
2023,4,29,AM001,Amelup,0.2,76.8,11.3,6.95
2023,4,30,AM001,Amelup,0,75.5,11.6,6.38
2023,5,1,AM001,Amelup,0,74.6,12.1,5.77
2023,5,2,AM001,Amelup,0,77,11.5,5.35
2023,5,3,AM001,Amelup,0,79.3,13.5,5.24
2023,5,4,AM001,Amelup,0,80.2,13,7.84
2023,5,5,AM001,Amelup,0,71,12.8,12.81
2023,5,6,AM001,Amelup,0,66.8,13.6,14.92
2023,5,7,AM001,Amelup,0.2,70.7,13.9,13.19
2023,5,8,AM001,Amelup,0,54,15.5,13.5
2023,5,9,AM001,Amelup,0,40.5,17.4,10.46
2023,5,10,AM001,Amelup,0.4,73.7,14,18.93
2023,5,11,AM001,Amelup,2.6,73,11,6.83
2023,5,12,AM001,Amelup,0,64.3,13,9.97
2023,5,13,AM001,Amelup,1.8,80.1,12.6,11.29
2023,5,14,AM001,Amelup,0.8,83.6,12.7,4.48
2023,5,15,AM001,Amelup,0,82.2,13.8,5.32
2023,5,16,AM001,Amelup,0,83.7,14.5,6.07
2023,5,17,AM001,Amelup,0,80,14.8,8.69
2023,5,18,AM001,Amelup,0,77.4,15.5,9.25
2023,5,19,AM001,Amelup,0.2,81.5,11.6,6.98
2023,5,20,AM001,Amelup,0,78.5,10.1,6.19
2023,5,21,AM001,Amelup,0,76.3,11.3,5.66
2023,5,22,AM001,Amelup,0,64.1,13.4,6.95
2023,5,23,AM001,Amelup,0,57.9,14.5,14.6
2023,5,24,AM001,Amelup,1.6,73.6,13.5,15.75
2023,5,25,AM001,Amelup,0.4,69.6,11.6,9.74
2023,5,26,AM001,Amelup,0,68.7,10.6,4.44
2023,5,27,AM001,Amelup,0,75.2,8.5,7.02
2023,5,28,AM001,Amelup,0,77.5,9.9,5.79
2023,5,29,AM001,Amelup,0,65.4,11.1,4.44
2023,5,30,AM001,Amelup,0,59.4,17.8,11.03
2023,5,31,AM001,Amelup,0,93.7,14.1,11.48
2023,6,1,AM001,Amelup,83,88.7,12.5,13.47
2023,6,2,AM001,Amelup,1.2,84,11.4,9.57
2023,6,3,AM001,Amelup,0.4,79.2,11.1,3.57
2023,6,4,AM001,Amelup,0,77.3,11.9,12.33
2023,6,5,AM001,Amelup,6.6,88.7,9.7,13.5
2023,6,6,AM001,Amelup,5.4,81.7,7.2,17
2023,6,7,AM001,Amelup,0.6,87.4,8.3,11.08
2023,6,8,AM001,Amelup,2.4,86.8,11.2,8.85
2023,6,9,AM001,Amelup,0.2,84,10.1,5.71
2023,6,10,AM001,Amelup,0.6,86.6,13.7,15.76
2023,6,11,AM001,Amelup,2.8,81.4,10.6,17.34
2023,6,12,AM001,Amelup,1.2,83.9,11,10.9
2023,6,13,AM001,Amelup,0,79.5,13.2,13.91
2023,6,14,AM001,Amelup,0,77.8,11.6,9.91
2023,6,15,AM001,Amelup,0,76.3,13,16.74
2023,6,16,AM001,Amelup,1.2,81.7,10.3,16.81
2023,6,17,AM001,Amelup,0.4,80.7,8.1,7.34
2023,6,18,AM001,Amelup,0,85.9,8,6.39
2023,6,19,AM001,Amelup,0,80.9,6.8,6.62
2023,6,20,AM001,Amelup,3.2,83.6,8.2,12.47
2023,6,21,AM001,Amelup,4.6,82.1,8.5,17.84
2023,6,22,AM001,Amelup,0.4,80.4,9.5,16.38
2023,6,23,AM001,Amelup,8.6,81.2,7.2,19.66
2023,6,24,AM001,Amelup,2,89.4,8,12.72
2023,6,25,AM001,Amelup,1.2,82.8,7.6,9.24
2023,6,26,AM001,Amelup,1,82.7,7.9,9.95
2023,6,27,AM001,Amelup,1,86.7,7.9,8.28
2023,6,28,AM001,Amelup,0.4,86.9,9.3,4.65
2023,6,29,AM001,Amelup,0.6,82,9.5,3.84
2023,6,30,AM001,Amelup,0,78.3,9.7,3.94
2023,7,1,AM001,Amelup,0,79.2,8.4,6.32
2023,7,2,AM001,Amelup,0,72,9.1,9.71
2023,7,3,AM001,Amelup,0,78.3,10.1,14.45
2023,7,4,AM001,Amelup,4.2,79.6,9.3,15.76
2023,7,5,AM001,Amelup,4.4,83.8,8.5,15.6
2023,7,6,AM001,Amelup,2.2,85.1,10.5,13.87
2023,7,7,AM001,Amelup,0.2,79.8,13.3,18.01
2023,7,8,AM001,Amelup,0.2,84.1,12.6,9.69
2023,7,9,AM001,Amelup,0,80,12.8,11.68
2023,7,10,AM001,Amelup,0,80.6,12.2,11
2023,7,11,AM001,Amelup,0,77.9,13.6,16.12
2023,7,12,AM001,Amelup,0,82.5,14.4,18.53
2023,7,13,AM001,Amelup,0.4,74.8,13.2,15.41
2023,7,14,AM001,Amelup,0.6,81,8.8,10.84
2023,7,15,AM001,Amelup,0.6,79.3,5.3,6.12
2023,7,16,AM001,Amelup,0.2,69.7,8,11.47
2023,7,17,AM001,Amelup,0,80.1,11.2,6.41
2023,7,18,AM001,Amelup,0,69,13.2,14.46
2023,7,19,AM001,Amelup,7.4,83,8.5,15.76
2023,7,20,AM001,Amelup,3.4,82.5,8.7,9.7
2023,7,21,AM001,Amelup,0,83.5,10.1,12.88
2023,7,22,AM001,Amelup,0.8,84.1,7.3,4.33
2023,7,23,AM001,Amelup,0,80.7,8.2,5.78
2023,7,24,AM001,Amelup,0,71.7,9.2,9.08
2023,7,25,AM001,Amelup,0,64.3,11.8,14.78
2023,7,26,AM001,Amelup,2,81.6,11.1,18.71
2023,7,27,AM001,Amelup,9.2,80.6,11.1,14.87
2023,7,28,AM001,Amelup,0,82.4,11.1,15.2
2023,7,29,AM001,Amelup,0,82,13.1,13.78
2023,7,30,AM001,Amelup,0.2,86.4,11.2,7.72
2023,7,31,AM001,Amelup,0,86,10.2,4.93
2023,8,1,AM001,Amelup,0.2,68.6,13,10.5
2023,8,2,AM001,Amelup,0,73.5,11.8,8.79
2023,8,3,AM001,Amelup,23.4,81.7,7.8,10.81
2023,8,4,AM001,Amelup,1.2,82.8,5.7,4.69
2023,8,5,AM001,Amelup,0,82,6.9,4.75
2023,8,6,AM001,Amelup,0,78.7,9.4,4.09
2023,8,7,AM001,Amelup,0,80.1,15.5,8.15
2023,8,8,AM001,Amelup,0,84.5,13.3,10.96
2023,8,9,AM001,Amelup,6,80.7,9.6,6.52
2023,8,10,AM001,Amelup,0,90.7,7.7,3.49
2023,8,11,AM001,Amelup,1.2,85.9,9.4,5.53
2023,8,12,AM001,Amelup,0.4,89.6,10.4,11.45
2023,8,13,AM001,Amelup,0,81.6,10.9,4.62
2023,1,1,SH002,Babakin,0,46.5,21.1,14.06
2023,1,2,SH002,Babakin,0,44.3,21.3,20.3
2023,1,3,SH002,Babakin,0,48.9,21.8,22.87
2023,1,4,SH002,Babakin,0,46.5,23,19
2023,1,5,SH002,Babakin,0,34.4,24.8,12.23
